datetime,LINK_ID,ROAD_ROUTE_ID,SECTN_CAR_CNT,TR_VOL_5MN,SM_TR_VOL_5MN,MD_TR_VOL_5MN,LG_TR_VOL_5MN,TR_VOL_15MN,SM_TR_VOL_15MN,MD_TR_VOL_15MN,LG_TR_VOL_15MN,TR_VOL_YMDH,SM_TR_VOL_YMDH,MD_TR_VOL_YMDH,LG_TR_VOL_YMDH
202110010520,1860217400,AD2500001044,7,8,2,3,3,,,,,,,,
202110010540,1860217400,AD2500001044,0,9,2,2,5,,,,,,,,
202110010440,1860217400,AD2500001044,0,4,0,0,4,,,,,,,,
202110011940,1860217400,AD2500001044,11,45,25,8,12,,,,,,,,
202110020040,1860217400,AD2500001044,0,10,4,2,4,,,,,,,,
202110020700,1860217400,AD2500001044,17,11,9,0,2,43,28,4,11,136,91,20,25
202110020940,1860217400,AD2500001044,17,20,17,2,1,,,,,,,,
202110012000,1860217400,AD2500001044,10,42,21,8,13,123,52,27,44,519,215,131,173
202110020100,1860217400,AD2500001044,0,31,11,7,13,51,15,14,22,132,33,36,63
202110020720,1860217400,AD2500001044,0,9,5,2,2,,,,,,,,
202110021000,1860217400,AD2500001044,20,44,34,2,8,91,73,9,9,388,349,22,17
202110012020,1860217400,AD2500001044,9,44,17,18,9,,,,,,,,
202110020120,1860217400,AD2500001044,2,11,2,4,5,,,,,,,,
202110020740,1860217400,AD2500001044,5,6,3,0,3,,,,,,,,
202110021020,1860217400,AD2500001044,39,40,38,1,1,,,,,,,,
202110012040,1860217400,AD2500001044,10,27,9,5,13,,,,,,,,
202110020140,1860217400,AD2500001044,0,11,2,1,8,,,,,,,,
202110020800,1860217400,AD2500001044,26,14,9,5,0,45,32,10,3,198,150,34,14
202110041600,1860217400,AD2500001044,22,97,97,0,0,246,246,0,0,981,981,0,0
202110040340,1860217400,AD2500001044,0,7,2,1,4,,,,,,,,
202110041000,1860217400,AD2500001044,17,47,38,8,1,147,113,26,8,655,567,74,14
202110041840,1860217400,AD2500001044,9,78,78,0,0,,,,,,,,
202110041620,1860217400,AD2500001044,15,66,66,0,0,,,,,,,,
202110040400,1860217400,AD2500001044,0,10,2,1,7,26,8,2,16,107,28,21,58
202110041020,1860217400,AD2500001044,19,59,37,18,4,,,,,,,,
202110041900,1860217400,AD2500001044,9,115,115,0,0,287,287,0,0,1084,891,78,115
202110041640,1860217400,AD2500001044,18,62,62,0,0,,,,,,,,
202110040420,1860217400,AD2500001044,2,7,0,2,5,,,,,,,,
202110041040,1860217400,AD2500001044,36,60,60,0,0,,,,,,,,
202110041920,1860217400,AD2500001044,14,89,89,0,0,,,,,,,,
202110041700,1860217400,AD2500001044,12,86,86,0,0,237,237,0,0,1117,1117,0,0
202110040440,1860217400,AD2500001044,0,8,3,1,4,,,,,,,,
202110070100,1860217400,AD2500001044,3,34,10,9,15,81,27,17,37,224,51,58,115
