datetime,LINK_ID,ROAD_ROUTE_ID,SECTN_CAR_CNT,TR_VOL_5MN,SM_TR_VOL_5MN,MD_TR_VOL_5MN,LG_TR_VOL_5MN,TR_VOL_15MN,SM_TR_VOL_15MN,MD_TR_VOL_15MN,LG_TR_VOL_15MN,TR_VOL_YMDH,SM_TR_VOL_YMDH,MD_TR_VOL_YMDH,LG_TR_VOL_YMDH
202111010000,1860217400,AD2500001044,3,20,5,2,13,51,12,14,25,160,35,38,87
202111010005,1860217400,AD2500001044,6,21,3,8,10,,,,,,,,
202111010010,1860217400,AD2500001044,0,10,4,4,2,,,,,,,,
202111010015,1860217400,AD2500001044,3,27,8,7,12,46,10,12,24,,,,
202111010020,1860217400,AD2500001044,0,14,2,2,10,,,,,,,,
202111010025,1860217400,AD2500001044,0,5,0,3,2,,,,,,,,
202111010030,1860217400,AD2500001044,0,9,0,1,8,30,6,6,18,,,,
202111010035,1860217400,AD2500001044,2,13,3,4,6,,,,,,,,
202111010040,1860217400,AD2500001044,0,8,3,1,4,,,,,,,,
202111010045,1860217400,AD2500001044,0,17,4,2,11,33,7,6,20,,,,
202111010050,1860217400,AD2500001044,3,7,1,0,6,,,,,,,,
202111010055,1860217400,AD2500001044,3,9,2,4,3,,,,,,,,
202111010100,1860217400,AD2500001044,0,13,3,5,5,37,10,12,15,122,36,31,55
202111010105,1860217400,AD2500001044,0,15,2,5,8,,,,,,,,
202111010110,1860217400,AD2500001044,0,9,5,2,2,,,,,,,,
202111010115,1860217400,AD2500001044,2,17,5,5,7,33,9,9,15,,,,
202111010120,1860217400,AD2500001044,2,9,2,1,6,,,,,,,,
202111010125,1860217400,AD2500001044,2,7,2,3,2,,,,,,,,
202111010130,1860217400,AD2500001044,0,8,5,2,1,20,9,4,7,,,,
202111010135,1860217400,AD2500001044,0,6,1,0,5,,,,,,,,
202111010140,1860217400,AD2500001044,0,6,3,2,1,,,,,,,,
202111010145,1860217400,AD2500001044,0,4,1,3,0,32,8,6,18,,,,
202111010150,1860217400,AD2500001044,2,12,6,1,5,,,,,,,,
202111010155,1860217400,AD2500001044,0,16,1,2,13,,,,,,,,
202111010200,1860217400,AD2500001044,0,10,4,2,4,24,8,9,7,104,18,34,52
202111010205,1860217400,AD2500001044,0,9,2,5,2,,,,,,,,
202111010210,1860217400,AD2500001044,0,5,2,2,1,,,,,,,,
202111010215,1860217400,AD2500001044,2,6,0,1,5,18,1,4,13,,,,
202111010220,1860217400,AD2500001044,0,8,1,3,4,,,,,,,,
202111010225,1860217400,AD2500001044,2,4,0,0,4,,,,,,,,
202111010230,1860217400,AD2500001044,0,11,1,5,5,32,5,14,13,,,,
202111010235,1860217400,AD2500001044,0,15,3,5,7,,,,,,,,
202111010240,1860217400,AD2500001044,8,6,1,4,1,,,,,,,,
202111010245,1860217400,AD2500001044,0,14,1,3,10,30,4,7,19,,,,
202111010250,1860217400,AD2500001044,2,9,1,3,5,,,,,,,,
202111010255,1860217400,AD2500001044,0,7,2,1,4,,,,,,,,
202111010300,1860217400,AD2500001044,0,7,1,1,5,23,3,8,12,76,18,22,36
202111010305,1860217400,AD2500001044,0,10,1,4,5,,,,,,,,
202111010310,1860217400,AD2500001044,0,6,1,3,2,,,,,,,,
202111010315,1860217400,AD2500001044,0,6,1,0,5,15,2,4,9,,,,
202111010320,1860217400,AD2500001044,0,4,0,2,2,,,,,,,,
202111010325,1860217400,AD2500001044,0,5,1,2,2,,,,,,,,
202111010330,1860217400,AD2500001044,0,7,2,4,1,21,8,6,7,,,,
202111010335,1860217400,AD2500001044,0,7,4,1,2,,,,,,,,
202111010340,1860217400,AD2500001044,0,7,2,1,4,,,,,,,,
202111010345,1860217400,AD2500001044,0,6,1,1,4,17,5,4,8,,,,
202111010350,1860217400,AD2500001044,0,6,2,2,2,,,,,,,,
202111010355,1860217400,AD2500001044,0,5,2,1,2,,,,,,,,
202111010400,1860217400,AD2500001044,0,10,2,1,7,26,8,2,16,107,28,21,58
