datetime,LINK_ID,ROAD_ROUTE_ID,SECTN_CAR_CNT,TR_VOL_5MN,SM_TR_VOL_5MN,MD_TR_VOL_5MN,LG_TR_VOL_5MN,TR_VOL_15MN,SM_TR_VOL_15MN,MD_TR_VOL_15MN,LG_TR_VOL_15MN,TR_VOL_YMDH,SM_TR_VOL_YMDH,MD_TR_VOL_YMDH,LG_TR_VOL_YMDH
202108141715,1860217400,AD2500001044,30,77,77,0,0,188,188,0,0,,,,
202108090210,1860217400,AD2500001044,0,5,2,2,1,,,,,,,,
202108101510,1860217400,AD2500001044,18,356,356,0,0,,,,,,,,
202108291315,1860217400,AD2500001044,0,75,75,0,0,182,182,0,0,,,,
202108141735,1860217400,AD2500001044,30,71,71,0,0,,,,,,,,
202108090230,1860217400,AD2500001044,3,11,1,5,5,32,5,14,13,,,,
202108101530,1860217400,AD2500001044,21,126,126,0,0,327,327,0,0,,,,
202108291335,1860217400,AD2500001044,15,69,69,0,0,,,,,,,,
202108141755,1860217400,AD2500001044,10,44,44,0,0,,,,,,,,
202108090250,1860217400,AD2500001044,0,9,1,3,5,,,,,,,,
202108101550,1860217400,AD2500001044,25,63,63,0,0,,,,,,,,
202108291355,1860217400,AD2500001044,10,37,37,0,0,,,,,,,,
202108141815,1860217400,AD2500001044,13,67,67,0,0,176,176,0,0,,,,
202108090310,1860217400,AD2500001044,0,6,1,3,2,,,,,,,,
202108101610,1860217400,AD2500001044,15,68,68,0,0,,,,,,,,
202108291415,1860217400,AD2500001044,19,64,64,0,0,163,163,0,0,,,,
202108141835,1860217400,AD2500001044,7,54,54,0,0,,,,,,,,
202108090330,1860217400,AD2500001044,0,7,2,4,1,21,8,6,7,,,,
202108101630,1860217400,AD2500001044,19,114,114,0,0,275,275,0,0,,,,
202108291435,1860217400,AD2500001044,28,57,57,0,0,,,,,,,,
202108141855,1860217400,AD2500001044,6,42,42,0,0,,,,,,,,
202108090350,1860217400,AD2500001044,0,6,2,2,2,,,,,,,,
202108101650,1860217400,AD2500001044,19,95,95,0,0,,,,,,,,
202108291455,1860217400,AD2500001044,22,41,41,0,0,,,,,,,,
202108141915,1860217400,AD2500001044,22,64,64,0,0,132,132,0,0,,,,
202108010025,1860217400,AD2500001044,0,15,6,2,7,,,,,,,,
202108090410,1860217400,AD2500001044,0,9,3,0,6,,,,,,,,
202108101710,1860217400,AD2500001044,23,75,75,0,0,,,,,,,,
202108141935,1860217400,AD2500001044,17,46,46,0,0,,,,,,,,
202108090430,1860217400,AD2500001044,0,7,0,2,5,32,8,5,19,,,,
202108030405,1860217400,AD2500001044,0,9,1,3,5,,,,,,,,
202108101730,1860217400,AD2500001044,15,134,134,0,0,345,345,0,0,,,,
202108141955,1860217400,AD2500001044,0,57,27,10,20,,,,,,,,
202108090450,1860217400,AD2500001044,0,9,2,4,3,,,,,,,,
202108030425,1860217400,AD2500001044,0,7,1,2,4,,,,,,,,
202108101750,1860217400,AD2500001044,13,104,104,0,0,,,,,,,,
202108142015,1860217400,AD2500001044,3,65,33,14,18,171,81,36,54,,,,
202108090510,1860217400,AD2500001044,4,10,4,2,4,,,,,,,,
202108030445,1860217400,AD2500001044,0,15,4,5,6,38,11,13,14,,,,
202108101810,1860217400,AD2500001044,11,90,90,0,0,,,,,,,,
202108142035,1860217400,AD2500001044,9,60,26,16,18,,,,,,,,
202108090530,1860217400,AD2500001044,4,19,7,5,7,36,12,9,15,,,,
202108030505,1860217400,AD2500001044,0,5,3,0,2,,,,,,,,
202108101830,1860217400,AD2500001044,51,123,123,0,0,276,276,0,0,,,,
202108142055,1860217400,AD2500001044,5,51,31,10,10,,,,,,,,
202108090550,1860217400,AD2500001044,5,16,6,3,7,,,,,,,,
202108051405,1860217400,AD2500001044,29,55,55,0,0,,,,,,,,
202108142115,1860217400,AD2500001044,7,43,21,6,16,150,68,31,51,,,,
202108291050,1860217400,AD2500001044,15,45,45,0,0,,,,,,,,
202108090610,1860217400,AD2500001044,3,10,3,3,4,,,,,,,,
202108051425,1860217400,AD2500001044,10,43,43,0,0,,,,,,,,
202108142135,1860217400,AD2500001044,9,48,22,11,15,,,,,,,,
202108291110,1860217400,AD2500001044,20,30,30,0,0,,,,,,,,
202108271850,1860217400,AD2500001044,27,32,32,0,0,,,,,,,,
202108051445,1860217400,AD2500001044,12,59,59,0,0,171,171,0,0,,,,
202108142155,1860217400,AD2500001044,6,29,11,8,10,,,,,,,,
202108291130,1860217400,AD2500001044,22,49,49,0,0,104,104,0,0,,,,
202108271910,1860217400,AD2500001044,22,24,24,0,0,,,,,,,,
202108051505,1860217400,AD2500001044,21,63,63,0,0,,,,,,,,
202108142215,1860217400,AD2500001044,12,55,17,18,20,126,41,36,49,,,,
202108291150,1860217400,AD2500001044,27,48,48,0,0,,,,,,,,
202108271930,1860217400,AD2500001044,22,41,41,0,0,120,100,8,12,,,,
202108101325,1860217400,AD2500001044,15,53,53,0,0,,,,,,,,
202108142235,1860217400,AD2500001044,13,54,24,10,20,,,,,,,,
202108291210,1860217400,AD2500001044,27,18,18,0,0,,,,,,,,
202108271950,1860217400,AD2500001044,19,47,18,9,20,,,,,,,,
202108101345,1860217400,AD2500001044,19,78,78,0,0,597,597,0,0,,,,
202108142255,1860217400,AD2500001044,0,21,11,3,7,,,,,,,,
202108291230,1860217400,AD2500001044,19,81,81,0,0,152,152,0,0,,,,
202108272010,1860217400,AD2500001044,8,27,11,6,10,,,,,,,,
202108101405,1860217400,AD2500001044,21,450,450,0,0,,,,,,,,
202108142315,1860217400,AD2500001044,5,34,12,12,10,88,30,25,33,,,,
202108291250,1860217400,AD2500001044,22,45,45,0,0,,,,,,,,
202108272030,1860217400,AD2500001044,15,46,18,13,15,114,42,31,41,,,,
202108101425,1860217400,AD2500001044,7,426,426,0,0,,,,,,,,
202108142335,1860217400,AD2500001044,4,33,11,10,12,,,,,,,,
202108291310,1860217400,AD2500001044,22,40,40,0,0,,,,,,,,
202108272050,1860217400,AD2500001044,21,53,20,13,20,,,,,,,,
202108101445,1860217400,AD2500001044,0,472,472,0,0,1327,1327,0,0,,,,
202108142355,1860217400,AD2500001044,0,9,4,2,3,,,,,,,,
202108291330,1860217400,AD2500001044,33,59,59,0,0,162,162,0,0,,,,
202108272110,1860217400,AD2500001044,2,35,17,6,12,,,,,,,,
202108101505,1860217400,AD2500001044,31,349,349,0,0,,,,,,,,
202108150015,1860217400,AD2500001044,0,20,3,8,9,63,19,19,25,,,,
202108291350,1860217400,AD2500001044,15,58,58,0,0,,,,,,,,
202108272130,1860217400,AD2500001044,5,54,21,19,14,120,48,37,35,,,,
202108101525,1860217400,AD2500001044,16,85,85,0,0,,,,,,,,
202108150035,1860217400,AD2500001044,6,8,1,0,7,,,,,,,,
202108291410,1860217400,AD2500001044,10,37,37,0,0,,,,,,,,
202108272150,1860217400,AD2500001044,16,50,21,9,20,,,,,,,,
202108101545,1860217400,AD2500001044,0,65,65,0,0,246,246,0,0,,,,
202108150055,1860217400,AD2500001044,0,11,5,2,4,,,,,,,,
202108291430,1860217400,AD2500001044,24,64,64,0,0,165,165,0,0,,,,
202108272210,1860217400,AD2500001044,11,37,13,9,15,,,,,,,,
202108101605,1860217400,AD2500001044,18,82,82,0,0,,,,,,,,
